UA,UANAME,CBSA,MNAME,UAPOP,MPOP,metro_micro
23500,"Denton--Lewisville, TX Urbanized Area",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",366174,6371773,FALSE
23513,"Denton Southwest, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",3307,6371773,FALSE
23311,"Deltona, FL Urbanized Area",19660,"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",182169,494593,FALSE
23257,"Delta, OH Urban Cluster",45780,"Toledo, OH Metro Area",3158,651429,FALSE
23149,"Delphi, IN Urban Cluster",29140,"Lafayette, IN Metro Area",3008,201789,FALSE
23122,"Dell Rapids, SD Urban Cluster",43620,"Sioux Falls, SD Metro Area",3584,228261,FALSE
22995,"Delano, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",5255,3279833,FALSE
22987,"Delano, CA Urbanized Area",12540,"Bakersfield-Delano, CA Metro Area",54372,839631,FALSE
22864,"Deerwood, TX Urban Cluster",26420,"Houston-Sugar Land-Baytown, TX Metro Area",3797,5946800,FALSE
22852,"Deer Park, WA Urban Cluster",44060,"Spokane, WA Metro Area",3463,471221,FALSE
22771,"Decatur, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",5910,6371773,FALSE
22717,"Decatur, IL Urbanized Area",19500,"Decatur, IL Metro Area",93863,110768,FALSE
22690,"Decatur, AL Urbanized Area",19460,"Decatur, AL Metro Area",70436,153829,FALSE
22960,"DeKalb, IL Urbanized Area",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",68545,9461105,FALSE
23797,"De Soto, MO Urban Cluster",41180,"St. Louis, MO-IL Metro Area",7203,2812896,FALSE
23770,"De Soto, KS Urban Cluster",28140,"Kansas City, MO-KS Metro Area",4701,2035334,FALSE
23392,"De Motte, IN Urban Cluster",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",4652,9461105,FALSE
22582,"Dayton, TX Urban Cluster",26420,"Houston-Sugar Land-Baytown, TX Metro Area",12075,5946800,FALSE
22447,"Dawson, GA Urban Cluster",10500,"Albany, GA Metro Area",4466,157308,FALSE
22420,"Davis, CA Urbanized Area",40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",72794,2149127,FALSE
22366,"Davenport, IA--IL Urbanized Area",19340,"Davenport-Moline-Rock Island, IA-IL Metro Area",280051,379690,FALSE
22312,"Darien, GA Urban Cluster",15260,"Brunswick, GA Metro Area",3682,112370,FALSE
22301,"Darbydale, OH Urban Cluster",18140,"Columbus, OH Metro Area",6195,1836536,FALSE
22204,"Danville, IL Urbanized Area",19180,"Danville, IL Metro Area",50996,81625,FALSE
22177,"Dansville, NY Urban Cluster",40380,"Rochester, NY Metro Area",5141,1054323,FALSE
22110,"Dandridge, TN Urban Cluster",34100,"Morristown, TN Metro Area",4959,136608,FALSE
22042,"Dallas--Fort Worth--Arlington, TX Urbanized Area",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",5121892,6371773,FALSE
22015,"Dallas, OR Urban Cluster",41420,"Salem, OR Metro Area",15340,390738,FALSE
21556,"Crystal Springs, MS Urban Cluster",27140,"Jackson, MS Metro Area",5269,539057,FALSE
21448,"Crozet, VA Urban Cluster",16820,"Charlottesville, VA Metro Area",5527,201559,FALSE
21232,"Crookston, MN Urban Cluster",24220,"Grand Forks, ND-MN Metro Area",7964,98461,FALSE
21220,"Crooked Lake Park, FL Urban Cluster",29460,"Lakeland-Winter Haven, FL Metro Area",4335,602095,FALSE
21178,"Crittenden, KY Urban Cluster",17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",4221,2130151,FALSE
21151,"Crisfield, MD Urban Cluster",41540,"Salisbury, MD Metro Area",3600,125203,FALSE
21070,"Creswell, OR Urban Cluster",21660,"Eugene-Springfield, OR Metro Area",6320,351715,FALSE
21043,"Crestview, FL Urban Cluster",18880,"Crestview-Fort Walton Beach-Destin, FL Metro Area",32432,180822,FALSE
20890,"Crawfordville, FL Urban Cluster",45220,"Tallahassee, FL Metro Area",8342,367413,FALSE
20719,"Covington, TN Urban Cluster",32820,"Memphis, TN-MS-AR Metro Area",8578,1316100,FALSE
20692,"Covington, OH Urban Cluster",19380,"Dayton, OH Metro Area",2727,841502,FALSE
20595,"Cottonwood--Verde Village, AZ Urban Cluster",39140,"Prescott, AZ Metro Area",26650,211033,FALSE
20584,"Cottonwood, CA Urban Cluster",39820,"Redding, CA Metro Area",4419,177223,FALSE
20503,"Cottage Grove, OR Urban Cluster",21660,"Eugene-Springfield, OR Metro Area",11007,351715,FALSE
20449,"Corydon, IN Urban Cluster",31140,"Louisville/Jefferson County, KY-IN Metro Area",5506,1283566,FALSE
20422,"Corvallis, OR Urbanized Area",18700,"Corvallis, OR Metro Area",62433,85579,FALSE
20287,"Corpus Christi, TX Urbanized Area",18580,"Corpus Christi, TX Metro Area",320069,428185,FALSE
20247,"Corona de Tucson, AZ Urban Cluster",46060,"Tucson, AZ Metro Area",5469,980263,FALSE
20044,"Corcoran, CA Urban Cluster",25260,"Hanford-Corcoran, CA Metro Area",25516,152982,FALSE
19909,"Coopersville, MI Urban Cluster",26100,"Holland-Grand Haven, MI Metro Area",3951,263801,FALSE
19882,"Coolidge, AZ Urban Cluster",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",10919,4192887,FALSE
19801,"Conway, AR Urbanized Area",30780,"Little Rock-North Little Rock-Conway, AR Metro Area",65277,699757,FALSE
19755,"Conroe--The Woodlands, TX Urbanized Area",26420,"Houston-Sugar Land-Baytown, TX Metro Area",239938,5946800,FALSE
19666,"Connell, WA Urban Cluster",28420,"Kennewick-Pasco-Richland, WA Metro Area",4076,253340,FALSE
19597,"Conesus Lake, NY Urban Cluster",40380,"Rochester, NY Metro Area",4858,1054323,FALSE
19504,"Concord, CA Urbanized Area",41860,"San Francisco-Oakland-Fremont, CA Metro Area",615968,4335391,FALSE
19477,"Commerce, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",7717,6371773,FALSE
19234,"Columbus, OH Urbanized Area",18140,"Columbus, OH Metro Area",1368035,1836536,FALSE
19060,"Columbiana, AL Urban Cluster",13820,"Birmingham-Hoover, AL Metro Area",2642,1128047,FALSE
18964,"Columbia, SC Urbanized Area",17900,"Columbia, SC Metro Area",549777,767598,FALSE
18937,"Columbia, MO Urbanized Area",17860,"Columbia, MO Metro Area",124748,172786,FALSE
19018,"Columbia City, IN Urban Cluster",23060,"Fort Wayne, IN Metro Area",9225,416257,FALSE
18760,"Collinsville, OK Urban Cluster",46140,"Tulsa, OK Metro Area",4248,937478,FALSE
18748,"College Station--Bryan, TX Urbanized Area",17780,"College Station-Bryan, TX Metro Area",171345,228660,FALSE
18712,"Colfax, CA Urban Cluster",40900,"Sacramento--Arden-Arcade--Roseville, CA Metro Area",3144,2149127,FALSE
18613,"Cold Spring, NY Urban Cluster",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",3276,18897109,FALSE
18586,"Cold Spring, MN Urban Cluster",41060,"St. Cloud, MN Metro Area",4324,189093,FALSE
18451,"Coeur d'Alene, ID Urbanized Area",17660,"Coeur d'Alene, ID Metro Area",98378,138494,FALSE
18343,"Cobleskill, NY Urban Cluster",10580,"Albany-Schenectady-Troy, NY Metro Area",5618,870716,FALSE
18289,"Coalinga, CA Urban Cluster",23420,"Fresno, CA Metro Area",12702,930450,FALSE
18262,"Clyde, TX Urban Cluster",10180,"Abilene, TX Metro Area",3768,165252,FALSE
18181,"Cloverdale, CA Urban Cluster",42220,"Santa Rosa-Petaluma, CA Metro Area",9166,483878,FALSE
18154,"Clover, SC Urban Cluster",16740,"Charlotte-Gastonia-Rock Hill, NC-SC Metro Area",6513,1758038,FALSE
18127,"Cloquet, MN Urban Cluster",20260,"Duluth, MN-WI Metro Area",12936,279771,FALSE
18046,"Clinton, SC Urban Cluster",24860,"Greenville-Mauldin-Easley, SC Metro Area",11176,636986,FALSE
17911,"Clinton, IN Urban Cluster",45460,"Terre Haute, IN Metro Area",6425,172425,FALSE
17870,"Clifton Springs, NY Urban Cluster",40380,"Rochester, NY Metro Area",6444,1054323,FALSE
17749,"Cleveland, TX Urban Cluster",26420,"Houston-Sugar Land-Baytown, TX Metro Area",9960,5946800,FALSE
17695,"Cleveland, OK Urban Cluster",46140,"Tulsa, OK Metro Area",3128,937478,FALSE
17533,"Cleburne, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",35122,6371773,FALSE
17524,"Clearwood, WA Urban Cluster",36500,"Olympia, WA Metro Area",2611,252264,FALSE
17317,"Clarksville, TN--KY Urbanized Area",17300,"Clarksville, TN-KY Metro Area",158655,273949,FALSE
17128,"Claremore, OK Urban Cluster",46140,"Tulsa, OK Metro Area",25164,937478,FALSE
17047,"Clanton, AL Urban Cluster",13820,"Birmingham-Hoover, AL Metro Area",5785,1128047,FALSE
16912,"Circleville, OH Urban Cluster",18140,"Columbus, OH Metro Area",14965,1836536,FALSE
16885,"Cincinnati, OH--KY--IN Urbanized Area",17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",1624827,2130151,FALSE
16696,"Chowchilla, CA Urban Cluster",31460,"Madera-Chowchilla, CA Metro Area",11843,150865,FALSE
16642,"Chittenango, NY Urban Cluster",45060,"Syracuse, NY Metro Area",5083,662577,FALSE
16615,"Chisholm, MN Urban Cluster",20260,"Duluth, MN-WI Metro Area",4622,279771,FALSE
16561,"Chino Valley, AZ Urban Cluster",39140,"Prescott, AZ Metro Area",10783,211033,FALSE
16480,"Chilton, WI Urban Cluster",11540,"Appleton, WI Metro Area",3590,225666,FALSE
16318,"Chico, CA Urbanized Area",17020,"Chico, CA Metro Area",98176,220000,FALSE
16291,"Chickasha, OK Urban Cluster",36420,"Oklahoma City, OK Metro Area",15739,1252987,FALSE
16264,"Chicago, IL--IN Urbanized Area",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",8608208,9461105,FALSE
16237,"Cheyenne, WY Urbanized Area",16940,"Cheyenne, WY Metro Area",73588,91738,FALSE
16171,"Chester, NY Urban Cluster",39100,"Poughkeepsie-Newburgh-Middletown, NY Metro Area",5691,670301,FALSE
15967,"Cheney, WA Urban Cluster",44060,"Spokane, WA Metro Area",10569,471221,FALSE
15940,"Chelsea, MI Urban Cluster",11460,"Ann Arbor, MI Metro Area",5329,344791,FALSE
15913,"Chelan, WA Urban Cluster",48300,"Wenatchee-East Wenatchee, WA Metro Area",5704,110884,FALSE
15832,"Chattanooga, TN--GA Urbanized Area",16860,"Chattanooga, TN-GA Metro Area",381112,528143,FALSE
15724,"Charlottesville, VA Urbanized Area",16820,"Charlottesville, VA Metro Area",92359,201559,FALSE
15643,"Charlotte, MI Urban Cluster",29620,"Lansing-East Lansing, MI Metro Area",12682,464036,FALSE
15589,"Charlestown, RI Urban Cluster",39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",2942,1600852,FALSE
15535,"Charlestown, IN Urban Cluster",31140,"Louisville/Jefferson County, KY-IN Metro Area",6921,1283566,FALSE
15508,"Charleston--North Charleston, SC Urbanized Area",16700,"Charleston-North Charleston-Summerville, SC Metro Area",548404,664607,FALSE
15481,"Charleston, WV Urbanized Area",16620,"Charleston, WV Metro Area",153199,304284,FALSE
15600,"Charles Town--Ranson, WV Urban Cluster",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",21019,5582170,FALSE
15319,"Chardon, OH Urban Cluster",17460,"Cleveland-Elyria-Mentor, OH Metro Area",8028,2077240,FALSE
15238,"Chandler, OK Urban Cluster",36420,"Oklahoma City, OK Metro Area",2704,1252987,FALSE
15211,"Champaign, IL Urbanized Area",16580,"Champaign-Urbana, IL Metro Area",145361,231891,FALSE
15090,"Centreville, MD Urban Cluster",12580,"Baltimore-Towson, MD Metro Area",4285,2710489,FALSE
15049,"Centralia, MO Urban Cluster",17860,"Columbia, MO Metro Area",3813,172786,FALSE
14833,"Cedarville, OH Urban Cluster",19380,"Dayton, OH Metro Area",4041,841502,FALSE
14779,"Cedar Springs, MI Urban Cluster",24340,"Grand Rapids-Wyoming, MI Metro Area",3579,774160,FALSE
14752,"Cedar Rapids, IA Urbanized Area",16300,"Cedar Rapids, IA Metro Area",177844,257940,FALSE
14671,"Cazenovia, NY Urban Cluster",45060,"Syracuse, NY Metro Area",3114,662577,FALSE
14590,"Castroville, TX Urban Cluster",41700,"San Antonio-New Braunfels, TX Metro Area",4040,2142508,FALSE
14570,"Castle Rock, WA Urban Cluster",31020,"Longview, WA Metro Area",2514,102410,FALSE
14482,"Casper, WY Urbanized Area",16220,"Casper, WY Metro Area",64548,75450,FALSE
14455,"Cashmere, WA Urban Cluster",48300,"Wenatchee-East Wenatchee, WA Metro Area",4725,110884,FALSE
14401,"Casa Grande, AZ Urbanized Area",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",51331,4192887,FALSE
14320,"Carthage, TN Urban Cluster",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",3282,1589934,FALSE
14266,"Carthage, MO Urban Cluster",27900,"Joplin, MO Metro Area",15496,175518,FALSE
14185,"Cartersville, GA Urbanized Area",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",52477,5268860,FALSE
14104,"Carrollton, OH Urban Cluster",15940,"Canton-Massillon, OH Metro Area",3498,404422,FALSE
14023,"Carrollton, GA Urban Cluster",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",42872,5268860,FALSE
13850,"Carmel Valley Village, CA Urban Cluster",41500,"Salinas, CA Metro Area",3122,415057,FALSE
13834,"Carlyle, IL Urban Cluster",41180,"St. Louis, MO-IL Metro Area",4301,2812896,FALSE
13821,"Carlton, OR Urban Cluster",38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",3178,2226009,FALSE
13753,"Carlisle, IA Urban Cluster",19780,"Des Moines-West Des Moines, IA Metro Area",3968,569633,FALSE
13699,"Carlinville, IL Urban Cluster",41180,"St. Louis, MO-IL Metro Area",5953,2812896,FALSE
13537,"Cape Girardeau, MO--IL Urbanized Area",16020,"Cape Girardeau-Jackson, MO-IL Metro Area",52900,96275,FALSE
13456,"Canyon, TX Urban Cluster",11100,"Amarillo, TX Metro Area",13440,249881,FALSE
13483,"Canyon Lake, TX Urban Cluster",41700,"San Antonio-New Braunfels, TX Metro Area",5277,2142508,FALSE
13402,"Canton, SD Urban Cluster",43620,"Sioux Falls, SD Metro Area",2679,228261,FALSE
13321,"Canton, MS Urban Cluster",27140,"Jackson, MS Metro Area",15321,539057,FALSE
13221,"Canby, OR Urban Cluster",38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",17119,2226009,FALSE
13170,"Camp Verde, AZ Urban Cluster",39140,"Prescott, AZ Metro Area",5305,211033,FALSE
12970,"Camden, SC Urban Cluster",17900,"Columbia, SC Metro Area",13546,767598,FALSE
12835,"Cambridge, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",14270,3279833,FALSE
12781,"Cambria, CA Urban Cluster",42020,"San Luis Obispo-Paso Robles, CA Metro Area",5865,269637,FALSE
12754,"Camarillo, CA Urbanized Area",37100,"Oxnard-Thousand Oaks-Ventura, CA Metro Area",71772,823318,FALSE
12646,"Calistoga, CA Urban Cluster",34900,"Napa, CA Metro Area",5155,136484,FALSE
12592,"Calipatria, CA Urban Cluster",20940,"El Centro, CA Metro Area",3538,174528,FALSE
12511,"California, MO Urban Cluster",27620,"Jefferson City, MO Metro Area",4181,149807,FALSE
12565,"California City, CA Urban Cluster",12540,"Bakersfield-Delano, CA Metro Area",10908,839631,FALSE
12376,"Caledonia, MN Urban Cluster",29100,"La Crosse, WI-MN Metro Area",2749,133665,FALSE
12349,"Caldwell, TX Urban Cluster",17780,"College Station-Bryan, TX Metro Area",4012,228660,FALSE
12268,"Cairo, IL Urban Cluster",16020,"Cape Girardeau-Jackson, MO-IL Metro Area",2833,96275,FALSE
12187,"Cadiz, KY Urban Cluster",17300,"Clarksville, TN-KY Metro Area",2960,273949,FALSE
12120,"Cache, OK Urban Cluster",30020,"Lawton, OK Metro Area",2600,124098,FALSE
12106,"Byron, MN Urban Cluster",40340,"Rochester, MN Metro Area",4864,186011,FALSE
11998,"Butler, PA Urban Cluster",38300,"Pittsburgh, PA Metro Area",40352,2356285,FALSE
11971,"Butler, MO Urban Cluster",28140,"Kansas City, MO-KS Metro Area",3875,2035334,FALSE
11836,"Burney, CA Urban Cluster",39820,"Redding, CA Metro Area",3171,177223,FALSE
11782,"Burlington, WI Urban Cluster",39540,"Racine, WI Metro Area",23534,195408,FALSE
11755,"Burlington, VT Urbanized Area",15540,"Burlington-South Burlington, VT Metro Area",108740,211261,FALSE
11593,"Burkburnett, TX Urban Cluster",48660,"Wichita Falls, TX Metro Area",10002,151306,FALSE
11575,"Burgettstown, PA Urban Cluster",38300,"Pittsburgh, PA Metro Area",3380,2356285,FALSE
11566,"Burgaw, NC Urban Cluster",48900,"Wilmington, NC Metro Area",3456,362315,FALSE
11539,"Buras, LA Urban Cluster",35380,"New Orleans-Metairie-Kenner, LA Metro Area",3767,1167764,FALSE
11350,"Buffalo, NY Urbanized Area",15380,"Buffalo-Niagara Falls, NY Metro Area",935906,1135509,FALSE
11323,"Buffalo, MO Urban Cluster",44180,"Springfield, MO Metro Area",3031,436712,FALSE
11296,"Buffalo, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",15972,3279833,FALSE
11188,"Buckner, MO Urban Cluster",28140,"Kansas City, MO-KS Metro Area",3034,2035334,FALSE
11175,"Buckhead (Bryan County), GA Urban Cluster",42340,"Savannah, GA Metro Area",5168,347611,FALSE
11134,"Buckeye, AZ Urban Cluster",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",19424,4192887,FALSE
11040,"Brunswick, ME Urban Cluster",38860,"Portland-South Portland-Biddeford, ME Metro Area",29159,514098,FALSE
11053,"Brunswick, MD--VA Urban Cluster",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",8495,5582170,FALSE
11026,"Brunswick, GA Urbanized Area",15260,"Brunswick, GA Metro Area",51024,112370,FALSE
10972,"Brownsville, TX Urbanized Area",15180,"Brownsville-Harlingen, TX Metro Area",217585,406220,FALSE
10702,"Brookshire, TX Urban Cluster",26420,"Houston-Sugar Land-Baytown, TX Metro Area",4486,5946800,FALSE
10675,"Brooklyn, MI Urban Cluster",27100,"Jackson, MI Metro Area",2773,160248,FALSE
10418,"Brockport, NY Urban Cluster",40380,"Rochester, NY Metro Area",20255,1054323,FALSE
10405,"Broadway, VA Urban Cluster",25500,"Harrisonburg, VA Metro Area",6228,125228,FALSE
10378,"Bristow, OK Urban Cluster",46140,"Tulsa, OK Metro Area",4110,937478,FALSE
10351,"Bristol--Bristol, TN--VA Urbanized Area",28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",69501,309544,FALSE
10297,"Brillion, WI Urban Cluster",11540,"Appleton, WI Metro Area",2968,225666,FALSE
10189,"Bridgeton, NJ Urban Cluster",47220,"Vineland-Millville-Bridgeton, NJ Metro Area",35022,156898,FALSE
10135,"Bridgeport, TX Urban Cluster",19100,"Dallas-Fort Worth-Arlington, TX Metro Area",5646,6371773,FALSE
10000,"Brent, AL Urban Cluster",13820,"Birmingham-Hoover, AL Metro Area",5525,1128047,FALSE
9946,"Bremerton, WA Urbanized Area",14740,"Bremerton-Silverdale, WA Metro Area",198979,251133,FALSE
9892,"Bremen, GA Urban Cluster",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",6516,5268860,FALSE
9865,"Breese, IL Urban Cluster",41180,"St. Louis, MO-IL Metro Area",5800,2812896,FALSE
9801,"Breaux Bridge, LA Urban Cluster",29180,"Lafayette, LA Metro Area",18465,273738,FALSE
9784,"Brazoria, TX Urban Cluster",26420,"Houston-Sugar Land-Baytown, TX Metro Area",3908,5946800,FALSE
9730,"Brawley, CA Urban Cluster",20940,"El Centro, CA Metro Area",25032,174528,FALSE
9649,"Brandon, SD Urban Cluster",43620,"Sioux Falls, SD Metro Area",8173,228261,FALSE
9600,"Braidwood--Coal City--Wilmington, IL Urban Cluster",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",22685,9461105,FALSE
9460,"Box Elder, SD Urban Cluster",39660,"Rapid City, SD Metro Area",7885,126382,FALSE
9433,"Bowling Green, OH Urban Cluster",45780,"Toledo, OH Metro Area",30738,651429,FALSE
9379,"Bowling Green, KY Urbanized Area",14540,"Bowling Green, KY Metro Area",78306,125953,FALSE
9298,"Boulder, CO Urbanized Area",14500,"Boulder, CO Metro Area",114591,294567,FALSE
9325,"Boulder City, NV Urban Cluster",29820,"Las Vegas-Paradise, NV Metro Area",13866,1951269,FALSE
9163,"Boonville, IN Urban Cluster",21780,"Evansville, IN-KY Metro Area",6258,358676,FALSE
8893,"Bonadelle Ranchos-Madera Ranchos, CA Urban Cluster",31460,"Madera-Chowchilla, CA Metro Area",8024,150865,FALSE
8812,"Bolivar, MO Urban Cluster",44180,"Springfield, MO Metro Area",9693,436712,FALSE
8785,"Boise City, ID Urbanized Area",14260,"Boise City-Nampa, ID Metro Area",349684,616561,FALSE
8749,"Boiling Spring Lakes, NC Urban Cluster",48900,"Wilmington, NC Metro Area",4397,362315,FALSE
8704,"Boerne, TX Urban Cluster",41700,"San Antonio-New Braunfels, TX Metro Area",10467,2142508,FALSE
8542,"Bluffton, IN Urban Cluster",23060,"Fort Wayne, IN Metro Area",9952,416257,FALSE
8407,"Bloomington--Normal, IL Urbanized Area",14060,"Bloomington-Normal, IL Metro Area",132600,169572,FALSE
8380,"Bloomington, IN Urbanized Area",14020,"Bloomington, IN Metro Area",108657,192714,FALSE
8353,"Bloomfield, NM Urban Cluster",22140,"Farmington, NM Metro Area",9892,130044,FALSE
8326,"Bloomfield, IN Urban Cluster",14020,"Bloomington, IN Metro Area",2521,192714,FALSE
8299,"Bloomer, WI Urban Cluster",20740,"Eau Claire, WI Metro Area",3348,161151,FALSE
8209,"Blanchard, OK Urban Cluster",36420,"Oklahoma City, OK Metro Area",3434,1252987,FALSE
8137,"Blair, NE Urban Cluster",36540,"Omaha-Council Bluffs, NE-IA Metro Area",7844,865350,FALSE
8002,"Blacksburg, VA Urbanized Area",13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",88542,162958,FALSE
7921,"Bismarck, ND Urbanized Area",13900,"Bismarck, ND Metro Area",81955,108779,FALSE
7867,"Bishop, TX Urban Cluster",18580,"Corpus Christi, TX Metro Area",3116,428185,FALSE
7786,"Birmingham, AL Urbanized Area",13820,"Birmingham-Hoover, AL Metro Area",749495,1128047,FALSE
7759,"Birch Bay, WA Urban Cluster",13380,"Bellingham, WA Metro Area",12737,201140,FALSE
7705,"Billings, MT Urbanized Area",13740,"Billings, MT Metro Area",114773,158050,FALSE
7508,"Big Bear City, CA Urban Cluster",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",15873,4224851,FALSE
7408,"Bethel, OH Urban Cluster",17140,"Cincinnati-Middletown, OH-KY-IN Metro Area",3239,2130151,FALSE
7327,"Berryville, VA Urban Cluster",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",4277,5582170,FALSE
7273,"Berrien Springs, MI Urban Cluster",35660,"Niles-Benton Harbor, MI Metro Area",7358,156813,FALSE
7084,"Benton, LA Urban Cluster",43340,"Shreveport-Bossier City, LA Metro Area",5371,398604,FALSE
7138,"Benton Harbor--St. Joseph--Fair Plain, MI Urbanized Area",35660,"Niles-Benton Harbor, MI Metro Area",61022,156813,FALSE
7111,"Benton City, WA Urban Cluster",28420,"Kennewick-Pasco-Richland, WA Metro Area",4140,253340,FALSE
7003,"Benson, NC Urban Cluster",39580,"Raleigh-Cary, NC Metro Area",3107,1130490,FALSE
6868,"Bend, OR Urbanized Area",13460,"Bend, OR Metro Area",83794,157733,FALSE
6787,"Belvidere, NJ--PA Urban Cluster",10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",3881,821173,FALSE
6779,"Belton, SC Urban Cluster",11340,"Anderson, SC Metro Area",5443,187126,FALSE
6770,"Belterra, TX Urban Cluster",12420,"Austin-Round Rock-San Marcos, TX Metro Area",3731,1716289,FALSE
6706,"Bellville, TX Urban Cluster",26420,"Houston-Sugar Land-Baytown, TX Metro Area",4002,5946800,FALSE
6652,"Bellingham, WA Urbanized Area",13380,"Bellingham, WA Metro Area",114473,201140,FALSE
6463,"Bellefonte, PA Urban Cluster",44300,"State College, PA Metro Area",12888,153990,FALSE
6571,"Belle Plaine, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",6174,3279833,FALSE
6517,"Belle Glade, FL Urban Cluster",33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",24870,5564635,FALSE
6301,"Belding, MI Urban Cluster",24340,"Grand Rapids-Wyoming, MI Metro Area",5789,774160,FALSE
6261,"Beecher, IL Urban Cluster",16980,"Chicago-Joliet-Naperville, IL-IN-WI Metro Area",4148,9461105,FALSE
6220,"Bedford, VA Urban Cluster",31340,"Lynchburg, VA Metro Area",6829,252634,FALSE
6186,"Bedford, NY Urban Cluster",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",2679,18897109,FALSE
6128,"Becker, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",3898,3279833,FALSE
6058,"Beaumont, TX Urbanized Area",13140,"Beaumont-Port Arthur, TX Metro Area",147922,388745,FALSE
5958,"Bealeton, VA Urban Cluster",47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6621,5582170,FALSE
5869,"Bay City, MI Urbanized Area",13020,"Bay City, MI Metro Area",70585,107771,FALSE
5680,"Baton Rouge, LA Urbanized Area",12940,"Baton Rouge, LA Metro Area",594309,802484,FALSE
5518,"Batesburg-Leesville, SC Urban Cluster",17900,"Columbia, SC Metro Area",5267,767598,FALSE
5464,"Bastrop, TX Urban Cluster",12420,"Austin-Round Rock-San Marcos, TX Metro Area",13371,1716289,FALSE
5423,"Basehor, KS Urban Cluster",28140,"Kansas City, MO-KS Metro Area",3849,2035334,FALSE
5302,"Barstow, CA Urban Cluster",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",28973,4224851,FALSE
5140,"Barnesville, OH Urban Cluster",48540,"Wheeling, WV-OH Metro Area",4351,147950,FALSE
5113,"Barnesville, GA Urban Cluster",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",7167,5268860,FALSE
5059,"Bardstown, KY Urban Cluster",31140,"Louisville/Jefferson County, KY-IN Metro Area",18702,1283566,FALSE
4951,"Bangor, ME Urbanized Area",12620,"Bangor, ME Metro Area",61210,153923,FALSE
4870,"Baltimore, OH Urban Cluster",18140,"Columbus, OH Metro Area",3503,1836536,FALSE
4762,"Baldwin, WI Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",5831,3279833,FALSE
4789,"Baldwin City, KS Urban Cluster",29940,"Lawrence, KS Metro Area",4428,110826,FALSE
4681,"Bakersfield, CA Urbanized Area",12540,"Bakersfield-Delano, CA Metro Area",523994,839631,FALSE
4587,"Aztec, NM Urban Cluster",22140,"Farmington, NM Metro Area",8456,130044,FALSE
4573,"Avra Valley, AZ Urban Cluster",46060,"Tucson, AZ Metro Area",3869,980263,FALSE
4549,"Avondale--Goodyear, AZ Urbanized Area",38060,"Phoenix-Mesa-Glendale, AZ Metro Area",197041,4192887,FALSE
4519,"Avon, NY Urban Cluster",40380,"Rochester, NY Metro Area",4973,1054323,FALSE
4465,"Avenal, CA Urban Cluster",25260,"Hanford-Corcoran, CA Metro Area",15486,152982,FALSE
